time,distance,filtered,setpoint,error,control,beam_angle
0.0,6.0,6.0,64.0,0.0,100.0,0.21
0.034,6.0,6.0,64.0,0.0,100.0,0.21
0.068,6.0,6.0,64.0,0.0,100.0,0.21
0.102,6.0,6.0,64.0,0.0,100.0,0.21
0.136,6.0,6.0,64.0,0.0,100.0,0.21
0.17,6.0,6.0,64.0,0.0,100.0,0.21
0.204,6.0,6.0,64.0,0.0,100.0,0.21
0.238,6.0,6.0,64.0,0.0,100.0,0.21
0.272,6.0,6.0,64.0,0.0,100.0,0.21
0.306,6.0,6.0,64.0,0.0,100.0,0.21
0.34,6.0,6.0,64.0,0.0,100.0,0.21
0.374,6.0,6.0,64.0,0.0,100.0,0.21
0.408,6.0,6.0,64.0,0.0,100.0,0.21
0.442,6.0,6.0,64.0,0.0,100.0,0.21
0.476,6.0,6.0,64.0,0.0,100.0,0.21
0.51,6.0,6.0,64.0,0.0,100.0,0.21
0.544,6.0,6.0,64.0,0.0,100.0,0.21
0.578,6.0,6.0,64.0,0.0,100.0,0.21
0.612,6.0,6.0,64.0,0.0,100.0,0.21
0.646,6.0,6.0,64.0,0.0,100.0,0.21
0.68,6.0,6.0,64.0,0.0,100.0,0.21
0.714,6.0,6.0,64.0,0.0,100.0,0.21
0.748,6.0,6.0,64.0,0.0,100.0,0.21
0.782,6.0,6.0,64.0,0.0,100.0,0.21
0.816,5.0,5.0,64.0,0.0,100.0,0.21
0.85,5.0,5.0,64.0,0.0,100.0,0.21
0.884,6.0,5.0,64.0,0.0,100.0,0.21
0.918,6.0,5.0,64.0,0.0,100.0,0.21
0.952,6.0,5.0,64.0,0.0,100.0,0.21
0.986,6.0,5.0,64.0,0.0,100.0,0.21
1.02,6.0,5.0,64.0,0.0,100.0,0.21
1.054,6.0,5.0,64.0,0.0,100.0,0.21
1.088,6.0,5.0,64.0,0.0,100.0,0.21
1.122,6.0,5.0,64.0,0.0,100.0,0.21
1.156,6.0,5.0,64.0,0.0,100.0,0.21
1.19,6.0,5.0,64.0,0.0,100.0,0.21
1.224,6.0,5.0,64.0,0.0,100.0,0.21
1.258,6.0,5.0,64.0,0.0,100.0,0.21
1.292,6.0,6.0,64.0,0.0,100.0,0.21
1.326,6.0,6.0,64.0,0.0,100.0,0.21
1.36,6.0,6.0,64.0,0.0,100.0,0.21
1.394,6.0,6.0,64.0,0.0,100.0,0.21
1.428,6.0,6.0,64.0,0.0,100.0,0.21
1.462,6.0,6.0,64.0,0.0,100.0,0.21
1.496,6.0,6.0,64.0,0.0,100.0,0.21
1.53,6.0,6.0,64.0,0.0,130.0,0.21
1.564,6.0,6.0,64.0,0.0,130.0,0.21
1.598,6.0,6.0,64.0,0.0,130.0,0.21
1.632,6.0,6.0,64.0,0.0,130.0,0.21
1.666,6.0,6.0,64.0,0.0,130.0,0.21
1.7,6.0,6.0,64.0,0.0,130.0,0.21
1.734,7.0,6.0,64.0,0.0,130.0,0.21
1.768,8.0,8.0,64.0,0.0,130.0,0.21
1.802,8.0,8.0,64.0,0.0,130.0,0.21
1.836,8.0,8.0,64.0,0.0,130.0,-4.63
1.87,13.0,11.0,64.0,0.0,130.0,-4.62
1.904,13.0,12.0,64.0,0.0,130.0,-4.62
1.938,13.0,13.0,64.0,0.0,130.0,-4.62
1.972,19.0,17.0,64.0,0.0,130.0,-4.62
2.006,23.0,22.0,64.0,0.0,130.0,-4.62
2.04,23.0,23.0,64.0,0.0,130.0,-4.62
2.074,33.0,30.0,64.0,0.0,130.0,-4.62
2.108,33.0,32.0,64.0,0.0,130.0,-4.62
2.142,33.0,32.0,64.0,0.0,130.0,-4.62
2.176,50.0,45.0,64.0,0.0,130.0,-4.62
2.21,50.0,49.0,64.0,0.0,130.0,-4.62
2.244,50.0,50.0,64.0,0.0,130.0,-4.62
2.278,72.0,65.0,64.0,0.0,130.0,-4.62
2.312,88.0,81.0,64.0,0.0,130.0,-4.62
2.346,88.0,86.0,64.0,0.0,130.0,-4.62
2.38,107.0,101.0,64.0,0.0,130.0,-4.62
2.415,107.0,105.0,64.0,0.0,130.0,-4.62
2.45,107.0,106.0,64.0,0.0,130.0,-4.62
2.485,107.0,107.0,64.0,0.0,130.0,-4.62
2.52,139.0,129.0,64.0,0.0,130.0,-4.62
2.555,163.0,152.0,64.0,0.0,130.0,-4.62
2.59,163.0,159.0,64.0,0.0,130.0,-4.62
2.625,188.0,180.0,64.0,0.0,130.0,-4.62
