time,distance,filtered,control,setpoint
0.0182,115.0,115.0,100.0,125.0
0.0488,115.0,115.0,100.0,125.0
0.0803,114.0,115.0,100.0,125.0
0.1208,115.0,115.0,100.0,125.0
0.1575,115.0,115.0,100.0,125.0
0.188,115.0,115.0,100.0,125.0
0.2279,117.0,115.0,100.0,125.0
0.2654,116.0,115.0,100.0,125.0
0.2967,116.0,115.0,100.0,125.0
0.3298,117.0,115.0,100.0,125.0
0.3733,115.0,115.0,100.0,125.0
0.4038,114.0,115.0,100.0,125.0
0.4447,114.0,114.0,100.0,125.0
0.4829,115.0,114.0,100.0,125.0
0.5151,118.0,114.0,100.0,125.0
0.5536,115.0,114.0,100.0,125.0
0.5925,114.0,114.0,100.0,125.0
0.6235,116.0,114.0,100.0,125.0
0.6645,115.0,115.0,100.0,125.0
0.7026,115.0,115.0,100.0,125.0
0.7337,115.0,115.0,100.0,125.0
0.7737,115.0,115.0,100.0,125.0
0.8097,115.0,115.0,100.0,125.0
0.8414,115.0,115.0,100.0,125.0
0.8799,115.0,115.0,100.0,125.0
0.9064,115.0,115.0,100.0,125.0
0.951,115.0,115.0,100.0,125.0
0.989,115.0,115.0,100.0,125.0
1.0126,118.0,115.0,100.0,125.0
1.0599,115.0,115.0,100.0,125.0
1.0988,115.0,115.0,100.0,125.0
1.1218,113.0,115.0,100.0,125.0
1.168,114.0,114.0,100.0,125.0
1.2062,116.0,114.0,100.0,125.0
1.2301,115.0,115.0,108.0,125.0
1.2769,115.0,115.0,108.0,125.0
1.3118,113.0,115.0,108.0,125.0
1.339,115.0,115.0,108.0,125.0
1.3856,114.0,114.0,108.0,125.0
1.4284,115.0,115.0,108.0,125.0
1.4479,119.0,115.0,108.0,125.0
1.4943,115.0,115.0,108.0,125.0
1.5274,115.0,115.0,108.0,125.0
1.5557,117.0,115.0,108.0,125.0
1.589,118.0,115.0,108.0,125.0
1.6461,120.0,116.0,108.0,125.0
1.6653,120.0,118.0,108.0,125.0
1.6973,120.0,119.0,108.0,125.0
1.7531,126.0,120.0,108.0,125.0
1.7725,122.0,120.0,108.0,125.0
1.8053,124.0,122.0,108.0,125.0
1.8632,123.0,122.0,108.0,125.0
1.8824,128.0,123.0,108.0,125.0
1.9139,129.0,125.0,108.0,125.0
1.9622,134.0,126.0,94.0,125.0
1.9887,134.0,129.0,94.0,125.0
2.0217,136.0,131.0,94.0,125.0
2.0701,138.0,133.0,94.0,125.0
2.0986,144.0,134.0,94.0,125.0
2.1299,138.0,136.0,94.0,125.0
2.1882,149.0,139.0,94.0,125.0
2.2078,152.0,144.0,94.0,125.0
2.2391,156.0,148.0,94.0,125.0
2.2968,154.0,151.0,94.0,125.0
2.3171,154.0,152.0,94.0,125.0
2.3459,148.0,152.0,94.0,125.0
2.405,154.0,152.0,94.0,125.0
2.4243,151.0,151.0,94.0,125.0
2.4563,156.0,152.0,94.0,125.0
2.4886,164.0,154.0,94.0,125.0
2.5328,157.0,156.0,94.0,125.0
2.5652,154.0,156.0,94.0,125.0
2.5976,154.0,154.0,94.0,125.0
2.6421,156.0,154.0,94.0,125.0
2.673,156.0,154.0,94.0,125.0
2.7302,159.0,154.0,94.0,125.0
2.7507,149.0,154.0,94.0,125.0
2.7821,149.0,151.0,94.0,125.0
2.813,154.0,149.0,94.0,125.0
2.8594,148.0,149.0,94.0,125.0
2.8908,146.0,148.0,108.0,125.0
2.9211,141.0,146.0,108.0,125.0
2.9683,143.0,144.0,108.0,125.0
2.999,146.0,143.0,108.0,125.0
3.0291,139.0,143.0,108.0,125.0
3.0724,139.0,141.0,108.0,125.0
3.1073,139.0,139.0,108.0,125.0
3.1384,139.0,139.0,108.0,125.0
3.1849,131.0,139.0,108.0,125.0
3.2166,139.0,139.0,108.0,125.0
3.2477,133.0,136.0,108.0,125.0
3.2887,133.0,134.0,108.0,125.0
3.3245,131.0,133.0,108.0,125.0
3.3557,134.0,133.0,108.0,125.0
3.3989,139.0,133.0,108.0,125.0
3.4345,136.0,134.0,108.0,125.0
3.4655,141.0,136.0,108.0,125.0
3.4987,138.0,136.0,108.0,125.0
3.5425,141.0,138.0,89.0,125.0
3.5732,141.0,139.0,89.0,125.0
3.6077,138.0,139.0,89.0,125.0
3.6505,149.0,139.0,89.0,125.0
3.6821,139.0,139.0,89.0,125.0
3.7171,143.0,141.0,89.0,125.0
3.7594,149.0,141.0,89.0,125.0
3.79,148.0,144.0,89.0,125.0
3.8256,146.0,146.0,89.0,125.0
3.8682,148.0,146.0,89.0,125.0
3.8986,152.0,146.0,89.0,125.0
3.9346,156.0,149.0,89.0,125.0
3.977,154.0,151.0,89.0,125.0
4.0082,154.0,152.0,89.0,125.0
4.0426,148.0,152.0,89.0,125.0
4.0848,143.0,149.0,89.0,125.0
4.1165,143.0,146.0,89.0,125.0
4.1586,151.0,144.0,89.0,125.0
4.1935,144.0,144.0,110.0,125.0
4.2254,141.0,144.0,110.0,125.0
4.2619,139.0,143.0,110.0,125.0
4.2889,138.0,141.0,110.0,125.0
4.3354,136.0,139.0,110.0,125.0
4.3729,133.0,138.0,110.0,125.0
4.3989,129.0,134.0,110.0,125.0
4.443,131.0,133.0,110.0,125.0
4.4789,128.0,131.0,110.0,125.0
4.5062,134.0,131.0,110.0,125.0
4.5505,136.0,133.0,110.0,125.0
4.5955,138.0,134.0,110.0,125.0
4.615,136.0,134.0,110.0,125.0
4.6595,129.0,134.0,110.0,125.0
4.704,134.0,134.0,110.0,125.0
4.7237,138.0,134.0,93.0,125.0
4.768,138.0,136.0,93.0,125.0
4.812,136.0,136.0,93.0,125.0
4.8324,141.0,136.0,93.0,125.0
4.8773,146.0,138.0,93.0,125.0
4.9203,143.0,139.0,93.0,125.0
4.9413,143.0,141.0,93.0,125.0
4.9866,144.0,141.0,93.0,125.0
5.0298,143.0,141.0,93.0,125.0
5.0505,146.0,143.0,93.0,125.0
5.0812,148.0,144.0,93.0,125.0
5.1403,152.0,146.0,93.0,125.0
5.1608,144.0,146.0,93.0,125.0
5.1889,146.0,146.0,93.0,125.0
5.2457,149.0,146.0,93.0,125.0
5.2656,148.0,146.0,93.0,125.0
5.2974,146.0,146.0,93.0,125.0
