time,distance,filtered,control,setpoint
5.724,160.0,156.0,95.0,74.0
5.76,160.0,157.0,106.0,74.0
5.796,163.0,159.0,106.0,74.0
5.832,153.0,159.0,106.0,74.0
5.868,159.0,159.0,106.0,74.0
5.904,154.0,156.0,106.0,74.0
5.94,151.0,154.0,106.0,74.0
5.976,156.0,154.0,106.0,74.0
6.012,151.0,153.0,106.0,74.0
6.048,154.0,153.0,106.0,74.0
6.084,156.0,153.0,106.0,74.0
6.12,148.0,153.0,106.0,74.0
6.156,154.0,153.0,106.0,74.0
6.192,150.0,151.0,106.0,74.0
6.228,160.0,153.0,106.0,74.0
6.264,157.0,154.0,106.0,74.0
6.3,153.0,156.0,106.0,74.0
6.336,153.0,154.0,106.0,74.0
6.372,153.0,153.0,106.0,74.0
6.408,160.0,153.0,106.0,74.0
6.444,162.0,156.0,106.0,74.0
6.48,165.0,159.0,92.0,74.0
6.516,156.0,160.0,92.0,74.0
6.552,160.0,160.0,92.0,74.0
6.588,175.0,160.0,92.0,74.0
6.624,162.0,160.0,92.0,74.0
6.66,171.0,165.0,92.0,74.0
6.696,175.0,168.0,92.0,74.0
6.732,165.0,169.0,92.0,74.0
6.768,168.0,168.0,92.0,74.0
6.804,172.0,168.0,92.0,74.0
6.84,166.0,168.0,92.0,74.0
6.876,169.0,168.0,92.0,74.0
6.912,165.0,166.0,92.0,74.0
6.948,168.0,166.0,92.0,74.0
6.984,168.0,166.0,92.0,74.0
7.02,166.0,166.0,92.0,74.0
7.056,166.0,166.0,92.0,74.0
7.092,157.0,166.0,92.0,74.0
7.128,156.0,162.0,92.0,74.0
7.164,162.0,159.0,105.0,74.0
7.2,160.0,159.0,105.0,74.0
7.236,154.0,159.0,105.0,74.0
7.272,147.0,156.0,105.0,74.0
7.308,150.0,153.0,105.0,74.0
7.344,145.0,150.0,105.0,74.0
7.38,138.0,147.0,105.0,74.0
7.416,139.0,142.0,105.0,74.0
7.452,133.0,139.0,105.0,74.0
7.488,129.0,136.0,105.0,74.0
7.524,132.0,133.0,105.0,74.0
7.56,130.0,132.0,105.0,74.0
7.596,127.0,130.0,105.0,74.0
7.632,129.0,129.0,105.0,74.0
7.668,123.0,127.0,93.0,74.0
7.704,124.0,125.0,93.0,74.0
7.74,123.0,124.0,93.0,74.0
7.776,125.0,124.0,93.0,74.0
7.812,124.0,124.0,93.0,74.0
7.848,124.0,124.0,93.0,74.0
7.884,124.0,124.0,93.0,74.0
7.92,126.0,124.0,93.0,74.0
7.956,121.0,124.0,93.0,74.0
7.992,119.0,122.0,93.0,74.0
8.028,122.0,121.0,93.0,74.0
8.064,125.0,121.0,93.0,74.0
8.1,120.0,121.0,93.0,74.0
8.136,122.0,121.0,93.0,74.0
8.172,118.0,120.0,93.0,74.0
8.208,117.0,119.0,93.0,74.0
8.244,114.0,118.0,93.0,74.0
8.28,116.0,117.0,93.0,74.0
8.316,113.0,115.0,108.0,74.0
8.352,114.0,114.0,108.0,74.0
8.388,110.0,113.0,108.0,74.0
8.424,113.0,113.0,108.0,74.0
8.46,107.0,111.0,108.0,74.0
8.496,108.0,109.0,108.0,74.0
8.532,106.0,108.0,108.0,74.0
8.568,102.0,107.0,108.0,74.0
8.604,102.0,104.0,108.0,74.0
8.64,103.0,103.0,108.0,74.0
8.676,102.0,102.0,108.0,74.0
8.712,106.0,102.0,108.0,74.0
8.748,104.0,103.0,108.0,74.0
8.784,103.0,103.0,108.0,74.0
8.82,105.0,103.0,108.0,74.0
8.856,106.0,104.0,108.0,74.0
8.892,109.0,105.0,108.0,74.0
8.928,107.0,106.0,108.0,74.0
8.964,113.0,107.0,108.0,74.0
9.0,113.0,110.0,108.0,74.0
9.036,115.0,112.0,108.0,74.0
9.072,118.0,113.0,95.0,74.0
9.108,120.0,115.0,95.0,74.0
9.144,118.0,116.0,95.0,74.0
9.18,120.0,118.0,95.0,74.0
9.216,122.0,119.0,95.0,74.0
9.252,126.0,120.0,95.0,74.0
9.288,129.0,123.0,95.0,74.0
9.324,133.0,125.0,95.0,74.0
9.36,142.0,129.0,95.0,74.0
9.396,136.0,132.0,95.0,74.0
9.432,138.0,135.0,95.0,74.0
9.468,147.0,136.0,95.0,74.0
9.504,145.0,141.0,95.0,74.0
9.54,151.0,144.0,95.0,74.0
9.576,150.0,147.0,95.0,74.0
9.612,148.0,148.0,95.0,74.0
9.648,153.0,148.0,95.0,74.0
9.684,157.0,150.0,95.0,74.0
9.72,150.0,151.0,95.0,74.0
9.756,156.0,153.0,95.0,74.0
9.792,153.0,153.0,104.0,74.0
9.828,154.0,153.0,104.0,74.0
9.864,157.0,153.0,104.0,74.0
9.9,154.0,153.0,104.0,74.0
9.936,166.0,154.0,104.0,74.0
9.972,154.0,154.0,104.0,74.0
10.008,157.0,156.0,104.0,74.0
10.044,159.0,156.0,104.0,74.0
10.08,157.0,156.0,104.0,74.0
10.116,159.0,157.0,104.0,74.0
10.152,159.0,157.0,104.0,74.0
10.188,165.0,157.0,104.0,74.0
10.224,162.0,159.0,104.0,74.0
10.26,171.0,162.0,91.0,74.0
10.296,166.0,163.0,91.0,74.0
10.332,166.0,165.0,91.0,74.0
10.368,172.0,165.0,91.0,74.0
10.404,168.0,166.0,91.0,74.0
10.44,171.0,168.0,91.0,74.0
10.476,165.0,168.0,91.0,74.0
10.512,172.0,169.0,91.0,74.0
10.548,174.0,171.0,91.0,74.0
10.584,171.0,171.0,91.0,74.0
10.62,171.0,171.0,91.0,74.0
10.656,166.0,171.0,91.0,74.0
10.692,168.0,169.0,91.0,74.0
10.728,163.0,168.0,91.0,74.0
10.764,156.0,165.0,91.0,74.0
10.8,165.0,163.0,91.0,74.0
10.836,153.0,159.0,91.0,74.0
10.872,154.0,156.0,91.0,74.0
10.908,148.0,154.0,91.0,74.0
10.944,153.0,153.0,91.0,74.0
10.98,150.0,151.0,105.0,74.0
11.016,139.0,150.0,105.0,74.0
11.052,141.0,145.0,105.0,74.0
11.088,127.0,142.0,105.0,74.0
11.124,130.0,136.0,105.0,74.0
11.16,122.0,132.0,105.0,74.0
11.196,121.0,126.0,105.0,74.0
11.232,119.0,123.0,105.0,74.0
11.268,114.0,121.0,105.0,74.0
11.304,115.0,118.0,105.0,74.0
11.34,114.0,116.0,105.0,74.0
11.376,113.0,115.0,105.0,74.0
11.412,107.0,113.0,105.0,74.0
11.448,106.0,110.0,105.0,74.0
11.484,103.0,108.0,105.0,74.0
11.52,104.0,106.0,105.0,74.0
11.556,102.0,104.0,105.0,74.0
11.592,101.0,103.0,105.0,74.0
11.628,102.0,102.0,105.0,74.0
11.664,99.0,102.0,95.0,74.0
11.7,101.0,101.0,95.0,74.0
11.736,101.0,101.0,95.0,74.0
11.772,104.0,101.0,95.0,74.0
11.808,104.0,102.0,95.0,74.0
11.844,104.0,103.0,95.0,74.0
11.88,106.0,103.0,95.0,74.0
11.916,105.0,104.0,95.0,74.0
11.952,106.0,105.0,95.0,74.0
