time,distance,filtered,control,setpoint
8.82,92.0,98.0,106.0,125.0
8.856,90.0,95.0,106.0,125.0
8.892,87.0,92.0,106.0,125.0
8.928,87.0,90.0,106.0,125.0
8.964,88.0,88.0,106.0,125.0
9.0,83.0,87.0,106.0,125.0
9.036,83.0,85.0,106.0,125.0
9.072,81.0,84.0,106.0,125.0
9.108,83.0,83.0,106.0,125.0
9.144,80.0,82.0,106.0,125.0
9.18,79.0,81.0,106.0,125.0
9.216,81.0,80.0,93.0,125.0
9.252,79.0,79.0,93.0,125.0
9.288,79.0,79.0,93.0,125.0
9.324,81.0,79.0,93.0,125.0
9.36,79.0,79.0,93.0,125.0
9.396,79.0,79.0,93.0,125.0
9.432,76.0,79.0,93.0,125.0
9.468,74.0,77.0,93.0,125.0
9.504,77.0,76.0,93.0,125.0
9.54,73.0,75.0,93.0,125.0
9.576,73.0,74.0,93.0,125.0
9.612,70.0,73.0,93.0,125.0
9.648,68.0,71.0,93.0,125.0
9.684,66.0,69.0,93.0,125.0
9.72,65.0,68.0,104.0,125.0
9.756,63.0,66.0,104.0,125.0
9.792,58.0,64.0,104.0,125.0
9.828,59.0,61.0,104.0,125.0
9.864,53.0,59.0,104.0,125.0
9.9,53.0,55.0,104.0,125.0
9.936,46.0,54.0,104.0,125.0
9.972,47.0,51.0,104.0,125.0
10.008,42.0,49.0,104.0,125.0
10.044,41.0,45.0,104.0,125.0
10.08,36.0,43.0,104.0,125.0
10.116,36.0,40.0,104.0,125.0
10.152,37.0,37.0,104.0,125.0
10.188,35.0,36.0,104.0,125.0
10.224,33.0,35.0,94.0,125.0
10.26,33.0,34.0,94.0,125.0
10.296,31.0,33.0,94.0,125.0
10.332,30.0,32.0,94.0,125.0
10.368,33.0,31.0,94.0,125.0
10.404,34.0,32.0,94.0,125.0
10.44,36.0,33.0,94.0,125.0
10.476,39.0,34.0,94.0,125.0
10.512,36.0,35.0,94.0,125.0
10.548,35.0,35.0,94.0,125.0
10.584,36.0,35.0,94.0,125.0
10.62,35.0,35.0,94.0,125.0
10.656,35.0,35.0,94.0,125.0
10.692,36.0,35.0,94.0,125.0
10.728,33.0,35.0,94.0,125.0
10.764,34.0,34.0,94.0,125.0
10.8,35.0,34.0,94.0,125.0
10.836,36.0,34.0,94.0,125.0
10.872,35.0,34.0,94.0,125.0
10.908,34.0,34.0,94.0,125.0
10.944,34.0,34.0,94.0,125.0
10.98,35.0,34.0,94.0,125.0
11.016,35.0,34.0,106.0,125.0
11.052,35.0,34.0,106.0,125.0
11.088,35.0,34.0,106.0,125.0
11.124,35.0,34.0,106.0,125.0
11.16,34.0,34.0,106.0,125.0
11.196,36.0,34.0,106.0,125.0
11.232,39.0,35.0,106.0,125.0
11.268,36.0,35.0,106.0,125.0
11.304,37.0,36.0,106.0,125.0
11.34,39.0,36.0,106.0,125.0
11.376,41.0,37.0,106.0,125.0
11.412,40.0,39.0,106.0,125.0
11.448,44.0,40.0,106.0,125.0
11.484,45.0,42.0,106.0,125.0
11.52,44.0,43.0,106.0,125.0
11.556,49.0,44.0,92.0,125.0
11.592,52.0,46.0,92.0,125.0
11.628,53.0,49.0,92.0,125.0
11.664,59.0,51.0,92.0,125.0
11.7,59.0,54.0,92.0,125.0
11.736,61.0,56.0,92.0,125.0
11.772,61.0,59.0,92.0,125.0
11.808,65.0,60.0,92.0,125.0
11.844,63.0,61.0,92.0,125.0
11.88,62.0,62.0,92.0,125.0
11.916,63.0,62.0,92.0,125.0
11.952,66.0,62.0,92.0,125.0
