time,distance,filtered,control,setpoint
0.0118,124.0,121.0,100.0,125.0
0.0534,123.0,122.0,100.0,125.0
0.0728,120.0,122.0,100.0,125.0
0.1198,122.0,122.0,100.0,125.0
0.154,122.0,122.0,100.0,125.0
0.183,121.0,122.0,100.0,125.0
0.2166,123.0,122.0,100.0,125.0
0.2722,123.0,122.0,100.0,125.0
0.291,123.0,122.0,100.0,125.0
0.3245,123.0,122.0,100.0,125.0
0.3678,123.0,122.0,100.0,125.0
0.3982,125.0,122.0,100.0,125.0
0.4323,123.0,122.0,100.0,125.0
0.4773,120.0,122.0,100.0,125.0
0.5222,124.0,122.0,100.0,125.0
0.54,121.0,121.0,100.0,125.0
0.5853,122.0,121.0,100.0,125.0
0.6208,119.0,121.0,100.0,125.0
0.6483,120.0,120.0,100.0,125.0
0.6938,120.0,120.0,100.0,125.0
0.7335,121.0,120.0,100.0,125.0
0.7564,119.0,120.0,100.0,125.0
0.8017,125.0,120.0,100.0,125.0
0.8397,123.0,121.0,100.0,125.0
0.8647,123.0,122.0,100.0,125.0
0.9107,124.0,122.0,100.0,125.0
0.9538,122.0,122.0,100.0,125.0
0.9737,122.0,122.0,100.0,125.0
1.0198,121.0,122.0,100.0,125.0
1.0619,119.0,121.0,100.0,125.0
1.0807,123.0,121.0,100.0,125.0
1.1288,125.0,122.0,100.0,125.0
1.1726,125.0,123.0,100.0,125.0
1.1912,121.0,124.0,100.0,125.0
1.2245,121.0,122.0,108.0,125.0
1.2707,124.0,121.0,108.0,125.0
1.2983,124.0,122.0,108.0,125.0
1.3322,123.0,123.0,108.0,125.0
1.3898,121.0,123.0,108.0,125.0
1.4083,124.0,123.0,108.0,125.0
1.4399,124.0,123.0,108.0,125.0
1.4893,129.0,123.0,108.0,125.0
1.5167,124.0,123.0,108.0,125.0
1.5497,126.0,124.0,108.0,125.0
1.6058,123.0,124.0,108.0,125.0
1.6254,131.0,125.0,108.0,125.0
1.6575,131.0,128.0,108.0,125.0
1.7166,132.0,129.0,108.0,125.0
1.7352,139.0,131.0,108.0,125.0
1.7663,135.0,132.0,108.0,125.0
1.8125,132.0,134.0,108.0,125.0
1.8449,139.0,134.0,108.0,125.0
1.8753,145.0,135.0,108.0,125.0
1.921,142.0,139.0,108.0,125.0
1.95,151.0,142.0,108.0,125.0
1.9831,150.0,145.0,108.0,125.0
2.0289,156.0,148.0,108.0,125.0
