time,distance,filtered,setpoint,error,control,beam_angle
0.0,6.0,6.0,33.0,0.0,80.0,3.47
0.034,6.0,6.0,33.0,0.0,80.0,3.47
0.068,6.0,6.0,33.0,0.0,80.0,3.58
0.102,6.0,6.0,33.0,0.0,80.0,3.58
0.136,6.0,6.0,33.0,0.0,80.0,3.47
0.17,6.0,6.0,33.0,0.0,80.0,3.58
0.204,6.0,6.0,33.0,0.0,80.0,3.58
0.238,6.0,6.0,33.0,0.0,80.0,3.58
0.272,6.0,6.0,33.0,0.0,80.0,3.47
0.306,6.0,6.0,33.0,0.0,80.0,3.47
0.34,6.0,6.0,33.0,0.0,80.0,3.47
0.374,6.0,6.0,33.0,0.0,80.0,3.47
0.408,6.0,6.0,33.0,0.0,80.0,3.58
0.442,6.0,6.0,33.0,0.0,80.0,3.58
0.476,6.0,6.0,33.0,0.0,80.0,3.58
0.51,6.0,6.0,33.0,0.0,80.0,3.47
0.544,6.0,6.0,33.0,0.0,80.0,3.47
0.578,6.0,6.0,33.0,0.0,80.0,3.47
0.612,6.0,6.0,33.0,0.0,80.0,3.58
0.646,6.0,6.0,33.0,0.0,80.0,3.58
0.68,6.0,6.0,33.0,0.0,80.0,3.47
0.714,6.0,6.0,33.0,0.0,80.0,3.58
0.748,6.0,6.0,33.0,0.0,80.0,3.58
0.782,6.0,6.0,33.0,0.0,80.0,3.47
0.816,6.0,6.0,33.0,0.0,110.0,3.47
0.85,6.0,6.0,33.0,0.0,125.0,3.47
0.884,6.0,6.0,33.0,0.0,125.0,3.47
0.918,6.0,6.0,33.0,0.0,125.0,3.26
0.952,6.0,6.0,33.0,0.0,125.0,2.32
0.986,6.0,6.0,33.0,0.0,125.0,2.32
1.02,8.0,7.0,33.0,0.0,125.0,2.32
1.054,9.0,8.0,33.0,0.0,125.0,2.32
1.088,9.0,8.0,33.0,0.0,125.0,2.32
1.122,7.0,7.0,33.0,0.0,125.0,-3.78
1.156,10.0,9.0,33.0,0.0,125.0,-4.0
1.19,10.0,9.0,33.0,0.0,125.0,-4.0
1.224,10.0,10.0,33.0,0.0,125.0,-4.0
1.258,18.0,15.0,33.0,0.0,125.0,-4.0
1.292,18.0,17.0,33.0,0.0,125.0,-4.0
1.326,24.0,22.0,33.0,0.0,125.0,-4.0
