time,distance,filtered,control,setpoint
5.5334,38.0,33.0,91.0,125.0
5.5529,42.0,35.0,91.0,125.0
5.5842,44.0,39.0,91.0,125.0
5.6427,46.0,41.0,91.0,125.0
5.6621,47.0,43.0,91.0,125.0
5.6928,50.0,45.0,91.0,125.0
5.7265,50.0,48.0,91.0,125.0
5.7709,52.0,49.0,91.0,125.0
5.8019,56.0,50.0,91.0,125.0
5.8348,57.0,53.0,91.0,125.0
5.8781,58.0,55.0,91.0,125.0
5.9101,57.0,56.0,91.0,125.0
5.9427,54.0,56.0,91.0,125.0
5.9864,58.0,56.0,91.0,125.0
6.0181,56.0,56.0,91.0,125.0
6.0509,56.0,56.0,91.0,125.0
6.0949,56.0,56.0,91.0,125.0
6.1258,56.0,56.0,108.0,125.0
6.1592,55.0,56.0,108.0,125.0
6.2075,52.0,55.0,108.0,125.0
6.2344,51.0,53.0,108.0,125.0
6.2668,49.0,52.0,108.0,125.0
6.3178,46.0,50.0,108.0,125.0
6.3439,47.0,49.0,108.0,125.0
6.3756,46.0,47.0,108.0,125.0
6.4264,45.0,46.0,108.0,125.0
6.4529,45.0,45.0,108.0,125.0
6.4833,47.0,45.0,108.0,125.0
6.535,46.0,45.0,108.0,125.0
6.5613,43.0,45.0,108.0,125.0
6.5918,46.0,45.0,94.0,125.0
6.6382,44.0,44.0,94.0,125.0
6.6624,48.0,45.0,94.0,125.0
6.7037,48.0,46.0,94.0,125.0
6.7472,50.0,47.0,94.0,125.0
6.7799,51.0,49.0,94.0,125.0
6.8113,50.0,50.0,94.0,125.0
6.8554,51.0,50.0,94.0,125.0
6.8798,54.0,50.0,94.0,125.0
6.9179,53.0,51.0,94.0,125.0
6.9625,52.0,52.0,94.0,125.0
6.9879,53.0,52.0,94.0,125.0
7.0267,52.0,52.0,94.0,125.0
7.0702,53.0,52.0,94.0,125.0
7.0947,51.0,52.0,94.0,125.0
7.1354,52.0,52.0,94.0,125.0
7.1798,50.0,51.0,106.0,125.0
7.204,49.0,50.0,106.0,125.0
7.2455,48.0,50.0,106.0,125.0
7.291,46.0,49.0,106.0,125.0
7.3176,44.0,47.0,106.0,125.0
7.356,47.0,46.0,106.0,125.0
7.3982,42.0,45.0,106.0,125.0
7.4188,41.0,43.0,106.0,125.0
7.4648,41.0,42.0,106.0,125.0
7.508,41.0,41.0,106.0,125.0
7.5278,39.0,41.0,106.0,125.0
7.5737,37.0,40.0,106.0,125.0
7.6159,37.0,38.0,106.0,125.0
7.635,38.0,37.0,106.0,125.0
7.6817,40.0,37.0,106.0,125.0
7.7242,40.0,38.0,106.0,125.0
7.7437,38.0,39.0,106.0,125.0
7.7897,40.0,39.0,93.0,125.0
7.8324,43.0,39.0,93.0,125.0
7.8531,41.0,40.0,93.0,125.0
7.8867,41.0,41.0,93.0,125.0
7.9415,39.0,41.0,93.0,125.0
7.9613,43.0,41.0,93.0,125.0
7.9947,43.0,41.0,93.0,125.0
8.0538,44.0,42.0,93.0,125.0
8.0723,42.0,42.0,93.0,125.0
8.1035,42.0,42.0,93.0,125.0
8.1592,41.0,42.0,93.0,125.0
8.1775,41.0,41.0,93.0,125.0
8.2111,40.0,41.0,93.0,125.0
8.2676,39.0,40.0,93.0,125.0
8.2851,40.0,40.0,106.0,125.0
8.3188,37.0,39.0,106.0,125.0
8.3759,39.0,39.0,106.0,125.0
8.3949,35.0,38.0,106.0,125.0
8.4271,32.0,36.0,106.0,125.0
8.4838,33.0,34.0,106.0,125.0
8.5028,31.0,33.0,106.0,125.0
8.5352,30.0,32.0,106.0,125.0
8.5795,31.0,31.0,106.0,125.0
8.6113,27.0,30.0,106.0,125.0
